,avgAnnCount,avgDeathsPerYear,TARGET_deathRate,incidenceRate,medIncome,popEst2015,povertyPercent,studyPerCap,binnedInc,MedianAge,MedianAgeMale,MedianAgeFemale,Geography,AvgHouseholdSize,PercentMarried,PctNoHS18_24,PctHS18_24,PctSomeCol18_24,PctBachDeg18_24,PctHS25_Over,PctBachDeg25_Over,PctEmployed16_Over,PctUnemployed16_Over,PctPrivateCoverage,PctPrivateCoverageAlone,PctEmpPrivCoverage,PctPublicCoverage,PctPublicCoverageAlone,PctWhite,PctBlack,PctAsian,PctOtherRace,PctMarriedHouseholds,BirthRate
821,188.0,90,205.7,436.3,32889,47774,29.7,0.0,"[22640, 34218.1]",27.4,26.2,28.6,"Lincoln Parish, Louisiana",2.56,35.0,12.4,14.7,57.8,15.1,27.7,20.8,53.3,11.9,63.4,51.5,45.7,30.3,17.9,54.36228854,40.89843503,1.790956514,1.055988511,37.25318889,4.279213153
827,760.0,318,199.7,480.9,40877,156761,23.6,140.3410287,"(40362.7, 42724.4]",34.7,33.5,35.9,"Ouachita Parish, Louisiana",2.55,41.9,17.0,29.6,48.0,5.4,32.9,15.9,53.8,8.0,55.1,43.6,38.7,35.6,22.5,60.10631127,37.27314164,0.898766764,0.479556266,41.69526781,6.070254725
839,497.0,202,217.8,530.4,32683,83848,30.1,0.0,"[22640, 34218.1]",36.6,35.2,37.8,"St. Landry Parish, Louisiana",2.68,43.1,26.8,50.8,20.0,2.4,44.5,9.0,49.2,6.1,56.3,45.3,41.4,37.8,24.7,56.36324495,40.86924282,0.392283497,0.480786481,42.65554216,6.971510409
854,96.0,41,227.5,524.4,36644,14568,26.8,0.0,"(34218.1, 37413.8]",41.3,40.1,42.6,"Winn Parish, Louisiana",2.36,46.9,27.7,44.1,24.3,3.9,42.0,7.9,41.3,6.3,56.1,40.2,35.3,40.1,22.2,65.60753955,32.56815887,0.0,0.228879165,49.35606748,4.891661195
856,486.0,200,188.2,472.8,36066,68628,20.1,14.571312,"(34218.1, 37413.8]",46.6,45.6,47.6,"Aroostook County, Maine",2.24,54.1,12.8,34.5,47.5,5.2,39.0,12.1,52.3,7.5,57.1,40.1,34.4,47.6,24.2,95.286051,0.742804085,0.497107349,0.222841226,50.4167353,5.029215359
870,1246.0,451,173.7,497.7,55482,201169,11.2,159.0702345,"(54545.6, 61494.5]",44.1,42.9,45.2,"York County, Maine",2.4,52.6,9.3,36.1,43.0,11.6,31.6,20.4,63.1,5.9,72.2,56.4,50.2,33.1,15.7,96.10180187,0.684087699,1.127793191,0.173776304,51.22310568,5.050755137
872,2676.0,977,176.0,468.1,86654,564195,6.7,69.12503656,"(61494.5, 125635]",38.4,36.8,39.7,"Anne Arundel County, Maryland",2.66,51.7,11.8,29.1,47.4,11.7,25.0,22.5,64.2,5.9,81.6,63.7,55.0,25.1,10.9,74.72536378,15.87127215,3.57153148,2.151166979,53.20651532,5.291115354
875,174.0,69,185.6,465.1,49573,32579,16.0,0.0,"(48021.6, 51046.4]",40.1,39.0,40.6,"Caroline County, Maryland",2.7,50.2,19.6,41.1,33.0,6.3,40.7,9.7,59.6,8.8,61.6,45.8,40.8,41.2,25.0,81.0109917,13.80239429,0.508251431,1.886041456,51.23322148,5.404323459
879,210.0,84,185.4,481.6,42279,32384,17.5,0.0,"(40362.7, 42724.4]",43.8,42.0,45.1,"Dorchester County, Maryland",2.41,47.9,21.2,29.0,43.4,6.5,38.3,12.1,58.2,10.4,61.7,44.7,39.9,45.6,27.0,66.86543309,28.02606504,1.008176062,1.914919776,44.47794949,5.456570156
882,1302.0,450,169.9,485.5,79403,250290,8.0,79.90730752,"(61494.5, 125635]",40.1,38.6,41.3,"Harford County, Maryland",2.69,54.7,9.1,35.9,42.6,12.4,28.1,20.2,64.2,6.4,81.9,64.7,56.0,26.9,11.9,80.04426307,13.33836749,2.795160785,1.182490782,56.59293338,6.156408818
884,140.0,59,180.0,461.7,53288,19787,13.8,0.0,"(51046.4, 54545.6]",46.2,44.2,47.4,"Kent County, Maryland",2.39,47.0,7.8,27.3,59.4,5.5,33.2,16.4,53.2,7.2,68.1,47.6,40.9,42.6,22.0,82.2868042,15.37920996,0.968729609,0.135521759,48.49160546,4.528650647
885,4139.0,1292,120.1,392.9,97279,1040116,7.2,184.5947952,"(61494.5, 125635]",38.5,37.0,40.0,"Montgomery County, Maryland",2.76,53.2,12.7,23.5,44.0,19.9,14.0,26.6,67.1,6.1,77.0,64.7,56.4,23.0,11.5,55.62676166,17.6079398,14.56193834,7.859929519,53.70241078,5.281994667
887,254.0,100,173.8,429.6,80650,48904,7.5,0.0,"(61494.5, 125635]",43.5,42.7,44.1,"Queen Anne's County, Maryland",2.75,57.4,13.6,34.7,40.8,10.9,29.9,21.6,65.0,5.3,80.3,64.2,55.6,28.8,13.5,89.60699588,7.407407407,0.87037037,0.450617284,62.34448122,5.627462015
888,433.0,180,181.5,423.2,84686,111413,8.6,17.95122652,"(61494.5, 125635]",36.3,35.9,36.8,"St. Mary's County, Maryland",2.79,53.9,12.5,28.6,49.4,9.5,30.6,17.6,63.4,4.8,80.2,63.1,53.2,25.2,12.3,79.12401701,14.25365373,2.681226851,0.582954732,57.53732709,5.419453329
890,280.0,111,161.9,454.6,54836,37512,11.7,213.2650885,"(54545.6, 61494.5]",49.0,48.2,49.6,"Talbot County, Maryland",2.3,54.0,16.1,39.3,28.7,15.9,27.9,18.2,55.8,6.7,72.1,48.2,38.4,40.1,16.2,82.23233419,11.88655785,1.481520675,0.703722321,50.68079601,3.328451604
894,3144.0,1419,226.0,497.2,41895,621849,23.3,886.0671964,"(40362.7, 42724.4]",34.6,33.3,35.9,"Baltimore city, Maryland",2.47,26.6,17.0,29.1,41.6,12.3,29.8,15.3,53.8,13.1,56.1,43.6,39.0,43.9,29.6,30.31292272,62.83548664,2.568382563,1.670324233,24.02463388,5.449538255
919,37.0,13,113.2,339.0,49709,10370,12.9,0.0,"(48021.6, 51046.4]",34.5,34.3,34.8,"Emery County, Utah",3.02,61.9,10.9,38.0,47.1,4.0,32.9,9.7,54.1,5.7,73.3,57.0,54.0,28.4,12.5,98.92803878,0.167785235,0.055928412,0.438105891,67.06315491,7.28003573
924,39.0,14,129.0,398.9,48456,7131,11.8,0.0,"(48021.6, 51046.4]",43.6,41.4,45.5,"Kane County, Utah",2.55,55.9,12.4,72.1,9.6,5.9,28.8,15.5,55.7,7.0,64.5,43.2,35.7,33.4,13.5,93.77950569,0.180505415,0.124965287,0.402665926,51.45213338,4.954367666
951,343.0,123,165.8,467.3,58673,58612,11.0,443.5951682,"(54545.6, 61494.5]",43.2,41.7,44.7,"Washington County, Vermont",2.32,49.5,9.4,31.2,50.4,9.0,29.2,23.2,65.0,4.8,71.3,56.2,50.7,37.3,20.4,96.06980992,0.867550565,0.791449638,0.106541297,48.4375,2.874885005
959,86.0,36,178.9,432.6,44397,15414,15.1,0.0,"(42724.4, 45201]",42.3,41.6,43.4,"Appomattox County, Virginia",2.55,54.3,10.8,45.2,38.2,5.8,36.1,10.1,53.3,6.6,68.0,52.5,44.5,35.3,18.7,77.50526039,20.28537612,0.111783272,0.24986849,54.81369078,4.406073236
969,163.0,65,201.8,503.8,56099,29984,11.0,0.0,"(54545.6, 61494.5]",39.1,38.3,40.0,"Caroline County, Virginia",2.48,51.7,6.8,41.6,43.7,7.8,36.7,12.9,57.9,8.6,70.1,56.3,50.7,30.2,16.4,66.06017241,29.25823708,0.807523255,1.185730349,51.58614403,4.384535624
970,168.0,78,172.5,390.6,38474,29724,17.0,0.0,"(37413.8, 40362.7]",46.1,44.5,48.6,"Carroll County, Virginia",2.37,56.5,7.5,41.7,47.1,3.6,34.5,10.5,52.8,6.7,62.9,45.1,37.1,38.8,19.4,97.75254555,0.92778671,0.190916399,0.080385852,53.30729997,5.65626049
976,209.0,90,187.1,421.6,62394,49432,11.0,20.22981065,"(61494.5, 125635]",38.9,37.9,39.6,"Culpeper County, Virginia",2.83,55.9,14.0,49.6,32.1,4.3,34.1,14.9,59.0,7.3,72.7,60.0,53.2,25.8,13.2,77.27160086,14.35032215,1.435238725,2.023789856,58.08658795,4.025191676
999,38150.0,14010,148.4,405.5,55686,10170292,18.7,255.9415207,"(54545.6, 61494.5]",35.6,34.4,36.8,"Los Angeles County, California",3.02,42.4,15.3,27.0,47.9,9.9,20.7,19.8,58.0,10.0,55.0,47.4,39.7,32.9,23.0,53.25871046,8.276139555,14.12938014,19.59152207,44.58164997,4.70528099
1004,877.0,343,162.9,415.9,43818,268455,24.8,29.80015273,"(42724.4, 45201]",30.4,29.6,31.0,"Merced County, California",3.32,45.8,13.8,29.0,53.5,3.6,24.8,8.7,49.8,16.2,48.0,38.4,33.2,44.4,32.3,61.17475415,3.418155636,7.542679576,22.65191277,50.89713227,6.393691516
1014,134.0,53,167.2,420.3,47964,18409,14.0,0.0,"(45201, 48021.6]",51.3,50.3,52.0,"Plumas County, California",2.26,53.0,10.0,27.4,62.6,0.0,23.9,13.3,44.7,15.2,62.3,40.6,33.5,44.5,20.7,90.1191606,0.65380154,0.938521565,1.471053464,48.99598394,4.06430088
1018,7241.0,2778,168.0,423.1,51951,2128133,20.4,62.02619855,"(51046.4, 54545.6]",32.5,31.4,33.6,"San Bernardino County, California",3.33,45.4,16.0,33.6,44.5,6.0,26.2,12.3,52.3,12.6,54.4,46.6,41.2,35.7,26.1,62.1540609,8.549248151,6.678254261,17.03872838,51.29451023,6.007621442
1019,419.0,189,187.9,426.3,39922,82005,17.2,512.1638924,"(37413.8, 40362.7]",40.5,39.4,41.9,"Cullman County, Alabama",2.55,57.6,20.6,30.6,44.7,4.1,34.7,9.1,49.7,7.3,62.6,47.9,42.1,35.3,19.0,95.69320077,1.19063793,0.557030816,0.737355648,54.8502573,3.913308575
1023,1459.0,520,149.4,443.7,61775,281401,14.5,156.3604962,"(61494.5, 125635]",39.3,37.1,41.5,"San Luis Obispo County, California",2.51,48.2,6.3,20.1,66.4,7.2,19.7,20.8,54.0,6.6,71.9,55.9,45.6,30.3,13.9,85.00670845,2.054846537,3.662342641,5.069127757,50.36688036,4.076692166
1034,2075.0,793,164.9,433.4,50917,538388,18.1,105.8716019,"(48021.6, 51046.4]",33.5,32.3,34.8,"Stanislaus County, California",3.08,47.9,12.2,37.0,46.7,4.0,28.3,11.0,52.3,15.2,54.7,44.9,39.7,39.8,27.7,75.29481367,2.718220897,5.415583455,10.6589908,51.06740112,6.025884863
1041,252.0,108,217.4,503.7,26602,41131,35.2,0.0,"[22640, 34218.1]",38.7,36.2,40.0,"Dallas County, Alabama",2.53,33.4,17.7,35.9,43.3,3.1,34.6,8.2,43.5,16.4,48.1,33.8,28.5,50.4,32.8,28.66869099,69.18441904,0.341604593,0.16131328,30.98763176,8.433257358
1050,1159.0,340,124.1,409.9,71546,319372,13.3,629.3601192,"(61494.5, 125635]",35.8,34.4,37.1,"Boulder County, Colorado",2.45,47.7,5.6,19.0,59.5,15.9,12.7,31.8,65.5,6.1,78.3,67.7,53.6,21.8,11.8,88.40216494,0.904100222,4.313748258,2.842287248,47.57827549,4.171506363
1053,105.0,39,140.8,392.2,48840,18658,12.4,0.0,"(48021.6, 51046.4]",49.2,45.8,51.4,"Chaffee County, Colorado",2.21,55.5,19.1,42.7,34.1,4.1,26.7,21.3,51.9,5.9,63.0,43.3,31.5,40.7,20.2,93.85548091,2.004478672,0.278551532,0.824731007,52.91387313,4.893475366
1058,22.0,7,110.7,389.1,32570,5562,40.5,0.0,"[22640, 34218.1]",35.5,38.6,30.1,"Crowley County, Colorado",3.78,30.9,17.3,31.6,45.4,5.7,39.1,7.8,32.7,27.0,44.7,33.8,27.2,52.9,37.2,84.03891191,5.260313457,0.378310214,5.854800937,47.21984602,10.31111111
1059,31.0,11,160.8,439.8,48368,4445,14.9,0.0,"(48021.6, 51046.4]",56.4,58.5,55.0,"Custer County, Colorado",2.15,64.8,36.8,21.3,42.0,0.0,18.7,21.9,38.2,14.0,51.9,24.4,19.3,52.0,24.2,93.98094353,3.137346038,0.0,0.162677202,58.16633267,5.851979346
1061,2459.0,909,163.7,439.2,54872,682545,15.9,881.9931287,"(54545.6, 61494.5]",34.1,33.8,34.3,"Denver County, Colorado",2.3,39.2,15.2,22.4,44.0,18.5,17.7,27.3,66.3,6.3,62.1,52.9,44.6,31.1,21.1,76.08080609,9.706397559,3.555738901,5.976719916,33.83092514,5.543167508
1063,406.0,158,193.8,482.4,54298,81468,14.4,36.82427456,"(51046.4, 54545.6]",37.9,36.7,39.1,"Elmore County, Alabama",2.65,51.0,20.7,34.3,37.0,8.0,35.4,13.4,52.2,8.3,74.2,56.1,48.0,31.3,14.4,75.516016,21.21887498,0.516325545,0.678528534,54.32620153,5.800146592
1070,22.0,7,129.8,400.2,64752,5828,7.9,0.0,"(61494.5, 125635]",44.7,44.6,44.8,"Gilpin County, Colorado",2.14,54.5,23.8,24.3,38.1,13.9,24.4,20.1,68.0,4.9,73.0,63.6,54.3,22.6,11.0,92.14986619,0.517395183,0.142729706,2.925958965,47.82608696,3.787268332
1075,8.0,5,200.9,373.8,42310,1423,13.5,0.0,"(40362.7, 42724.4]",41.2,41.4,40.9,"Kiowa County, Colorado",2.45,55.5,19.4,11.6,56.6,12.4,34.3,13.3,62.9,2.0,64.5,47.3,38.4,35.1,18.9,93.77990431,0.820232399,0.0683527,0.0,54.88850772,3.095975232
1083,724.0,281,153.9,414.8,50106,148513,15.4,188.5356837,"(48021.6, 51046.4]",38.4,36.8,40.1,"Mesa County, Colorado",2.43,51.7,16.5,27.9,52.1,3.4,29.1,17.7,57.8,8.7,63.2,48.7,40.7,36.5,20.2,92.79800317,0.746783555,0.61014381,2.090182231,49.53981255,7.265243902
1087,208.0,87,151.4,382.1,46336,40946,15.5,73.26723001,"(45201, 48021.6]",44.2,42.4,45.5,"Montrose County, Colorado",2.4,58.6,29.0,40.7,27.5,2.7,31.6,15.3,51.6,10.2,54.1,37.2,29.7,42.8,24.0,92.58115889,0.646821022,0.438564253,3.192453755,54.41316794,3.819022136
1089,100.0,41,150.9,400.0,33043,18343,26.0,0.0,"[22640, 34218.1]",39.7,39.2,40.4,"Otero County, Colorado",2.42,50.6,20.3,28.2,45.4,6.1,28.9,10.7,49.7,10.7,46.5,34.1,29.7,50.6,32.3,90.6525953,0.333835882,0.942278699,3.553736808,49.69144084,4.346733668
1092,26.0,10,136.0,414.3,47006,4349,11.5,0.0,"(45201, 48021.6]",43.7,38.8,45.2,"Phillips County, Colorado",2.52,61.4,22.7,37.8,36.4,3.1,29.1,14.8,57.8,5.3,64.4,48.0,31.2,38.0,18.8,95.08121711,0.16014642,0.823610158,0.686341798,58.44535359,10.87248322
1097,387.0,149,153.9,413.9,53953,70601,12.0,84.98463195,"(51046.4, 54545.6]",45.1,43.8,46.6,"Franklin County, Massachusetts",2.3,47.6,12.9,32.2,43.0,11.8,27.1,18.8,62.6,6.7,73.6,55.2,50.4,40.1,19.0,93.88423479,1.295963117,1.626279096,0.833520747,44.84802331,3.458753556
1108,484.0,207,166.7,387.2,54232,114625,11.4,8.724100327,"(51046.4, 54545.6]",40.0,39.2,40.8,"Allegan County, Michigan",2.67,58.1,17.5,41.0,36.6,4.8,38.3,14.5,58.1,6.1,72.0,54.2,49.3,32.5,17.4,94.46546789,1.519005291,0.747095368,0.935863236,60.28214738,5.293976097
1110,161.0,66,167.7,422.1,45743,23154,13.0,0.0,"(45201, 48021.6]",49.5,48.6,50.2,"Antrim County, Michigan",2.38,60.1,25.4,27.6,41.3,5.7,33.7,15.8,49.3,9.7,64.6,41.6,35.4,45.7,21.8,96.07598745,0.322344952,0.275067692,0.709158895,58.22066261,3.888098625
1114,616.0,262,182.3,448.2,46061,105659,16.8,132.5017273,"(45201, 48021.6]",42.6,40.2,44.5,"Bay County, Michigan",2.42,49.6,12.9,34.3,45.7,7.1,35.6,12.5,53.0,9.7,69.8,50.3,46.0,39.7,18.7,94.49380494,1.353352453,0.588577105,0.587639881,48.20153793,5.244463933
1126,416.0,153,164.0,446.1,56365,84559,10.6,236.5212455,"(54545.6, 61494.5]",39.1,38.6,39.8,"Jefferson County, Wisconsin",2.49,53.8,8.2,33.8,50.5,7.5,36.5,15.6,65.9,5.5,77.2,61.6,55.7,30.3,14.3,94.51182643,0.828739107,0.688837513,1.971663999,54.73421158,4.73206677
1127,155.0,65,174.0,434.3,45158,26224,13.1,0.0,"(42724.4, 45201]",44.4,42.9,45.9,"Juneau County, Wisconsin",2.48,48.5,17.9,43.0,31.7,7.4,42.2,9.0,53.0,7.1,66.0,46.2,41.4,42.7,21.4,94.32701744,2.347701366,0.441609421,0.362346192,49.77964744,4.951690821
1132,132.0,53,165.9,448.8,40968,19223,15.9,1404.567445,"(40362.7, 42724.4]",47.2,46.3,48.3,"Langlade County, Wisconsin",2.21,54.5,18.6,48.6,27.5,5.3,42.4,10.3,54.3,8.2,63.2,46.1,40.1,43.4,23.3,96.18945322,0.777453839,0.317119329,0.368267608,49.67290256,7.291666667
1138,19.0,9,228.8,478.4,36774,4573,29.1,0.0,"(34218.1, 37413.8]",31.6,27.4,34.4,"Menominee County, Wisconsin",3.48,37.2,24.9,63.9,11.2,0.0,43.8,10.0,43.8,14.8,33.9,24.5,23.7,45.2,33.0,11.00876208,0.426870366,2.44888789,0.15726803,40.11119936,10.89005236
1141,233.0,91,184.3,483.9,52776,37435,10.5,988.3798584,"(51046.4, 54545.6]",45.4,45.4,45.4,"Oconto County, Wisconsin",2.4,59.9,15.0,44.5,34.4,6.2,43.7,10.4,62.3,5.5,73.1,58.7,53.1,32.8,17.3,96.33098516,0.245490447,0.442950155,0.6991141,58.53674286,5.631220534
1148,308.0,119,155.1,414.5,52075,70408,15.4,894.7846836,"(51046.4, 54545.6]",36.2,35.2,37.2,"Portage County, Wisconsin",2.41,49.6,4.4,23.9,64.3,7.4,33.7,19.6,62.8,7.2,78.7,63.2,55.5,28.2,12.9,94.03680145,0.616197183,2.701896865,0.506871876,51.06597522,4.146396651
1151,105.0,45,168.7,420.9,44026,17495,13.5,0.0,"(42724.4, 45201]",44.1,42.7,45.5,"Richland County, Wisconsin",2.29,59.0,11.3,37.5,47.3,3.8,41.0,10.7,58.8,4.8,68.9,50.9,44.1,38.6,18.9,96.44426913,0.726924377,0.383184943,0.946692212,54.56472771,7.105568445
1159,107.0,37,131.8,412.7,48683,20455,11.7,0.0,"(48021.6, 51046.4]",43.1,42.4,44.0,"Taylor County, Wisconsin",2.32,58.7,18.5,41.1,35.6,4.8,46.3,9.3,62.2,5.5,69.4,52.8,44.4,35.7,17.8,97.79765667,0.486168506,0.116680441,0.486168506,53.72316126,6.550868486
1165,707.0,237,153.0,467.5,69346,133674,5.9,44.88531801,"(61494.5, 125635]",42.1,40.8,43.0,"Washington County, Wisconsin",0.0249,60.5,12.0,36.9,42.8,8.3,30.0,20.9,68.5,4.5,82.8,68.2,62.4,25.2,11.0,95.78697121,1.035953687,0.993823399,0.410770307,59.83515133,5.225693273
1167,333.0,147,189.4,472.2,52850,51945,10.4,0.0,"(51046.4, 54545.6]",44.4,43.5,45.3,"Waupaca County, Wisconsin",2.35,55.5,14.7,47.1,33.1,5.2,43.7,12.6,60.7,5.7,73.5,57.6,52.0,33.4,16.7,96.91127098,0.441247002,0.447002398,0.627338129,53.3624373,5.973097545
1169,891.0,332,172.9,483.9,52711,169546,12.1,176.9431305,"(51046.4, 54545.6]",37.7,37.1,38.5,"Winnebago County, Wisconsin",2.33,48.7,7.4,28.2,57.3,7.1,34.0,18.8,62.7,4.7,76.3,62.2,57.4,29.3,15.1,92.54455516,2.041371802,2.425978083,0.766845755,47.64356895,4.928895838
1179,37.0,13,163.0,484.2,44427,4741,10.9,0.0,"(42724.4, 45201]",49.6,48.1,50.1,"Hot Springs County, Wyoming",2.15,55.9,15.7,7.1,72.7,4.5,30.8,13.1,59.2,3.3,65.1,41.6,34.0,40.7,16.5,96.46496153,0.249532127,0.332709503,0.519858598,48.76260312,11.20381406
1185,158.0,61,152.0,411.3,55354,29228,10.8,1402.764472,"(54545.6, 61494.5]",43.6,42.3,44.6,"Park County, Wyoming",2.38,56.3,12.4,29.1,53.2,5.3,28.5,17.5,64.5,3.8,71.4,54.9,44.4,30.5,13.1,94.78005865,0.814214249,0.600310505,1.28687252,54.58467264,5.701401192
1187,173.0,65,168.7,458.1,54716,30009,9.9,1499.550135,"(54545.6, 61494.5]",42.2,42.0,42.5,"Sheridan County, Wyoming",2.28,56.9,5.5,37.1,50.2,7.2,27.2,19.3,60.2,3.4,73.9,56.9,47.8,29.3,12.7,93.67139687,0.810410922,0.763333109,1.688075863,53.28351089,4.312372589
1208,75.0,35,216.1,464.5,28271,11665,29.8,0.0,"[22640, 34218.1]",43.1,42.1,44.6,"Jefferson Davis County, Mississippi",2.35,41.6,24.4,41.4,31.8,2.3,39.1,9.7,42.2,12.9,46.4,29.4,26.1,47.3,28.4,38.40549368,61.23440248,0.0,0.142366636,36.89978083,7.061933535
1214,82.0,33,211.9,527.4,38471,12622,22.3,0.0,"(37413.8, 40362.7]",40.7,40.0,41.1,"Lawrence County, Mississippi",2.63,51.6,20.6,43.2,33.3,2.8,35.4,8.5,47.2,10.8,56.4,40.8,34.8,39.2,22.2,66.335611,32.30573653,0.063562689,0.158906722,51.52719665,5.109751709
1223,227.0,80,174.3,501.0,36810,35827,20.1,0.0,"(34218.1, 37413.8]",40.6,38.7,42.7,"Monroe County, Mississippi",2.57,49.8,21.7,29.1,46.5,2.8,33.8,9.9,49.6,10.9,58.5,44.9,39.7,39.3,22.9,68.09951624,30.46579129,0.09398756,0.05252246,49.69862227,5.236239649
1224,67.0,28,194.5,473.8,31963,10152,24.7,0.0,"[22640, 34218.1]",41.7,40.5,42.9,"Montgomery County, Mississippi",0.0243,48.2,26.9,45.3,24.8,3.0,32.1,10.6,43.8,8.5,53.7,38.8,34.9,48.1,28.3,53.5454893,45.04013761,0.181574924,0.0,46.30368458,7.049608355
1227,54.0,27,204.2,423.5,28730,11043,31.3,0.0,"[22640, 34218.1]",36.8,34.3,40.0,"Noxubee County, Mississippi",2.69,39.4,21.2,33.6,38.5,6.7,30.5,7.3,44.6,19.0,41.5,28.8,22.2,49.2,30.5,27.76631069,71.93753926,0.0,0.143587903,39.93115318,4.965357968
1237,158.0,62,211.0,535.9,32049,28265,26.9,0.0,"[22640, 34218.1]",36.0,34.5,37.2,"Scott County, Mississippi",2.85,42.7,22.9,32.8,39.5,4.8,34.4,7.7,50.4,13.1,48.5,37.7,32.5,40.5,24.9,59.80277807,37.33078853,0.862404128,0.943696321,41.294393,5.869989491
1253,69.0,28,214.5,549.9,34073,9899,22.1,0.0,"[22640, 34218.1]",41.1,38.4,42.7,"Webster County, Mississippi",2.45,52.8,9.1,25.8,63.0,2.1,34.5,12.1,45.4,11.2,55.6,43.5,37.4,39.9,23.5,78.80788079,19.6419642,0.180018002,0.190019002,49.6785361,6.736458807
1263,61.0,30,172.5,382.1,37581,11880,19.1,0.0,"(37413.8, 40362.7]",41.1,39.9,42.7,"Barton County, Missouri",2.41,64.2,22.3,38.1,36.8,2.8,39.5,12.1,53.2,6.5,63.9,45.3,36.1,40.1,21.8,94.27091895,0.27124774,1.150747986,1.142528358,61.30713713,5.542168675
1272,279.0,107,152.7,399.4,44410,44237,17.5,22.60551122,"(42724.4, 45201]",49.8,49.9,49.7,"Camden County, Missouri",2.6,57.0,17.7,39.4,40.3,2.6,36.0,13.6,47.5,9.1,59.6,40.0,29.7,41.9,19.7,96.46914199,0.507660437,0.703439798,0.705716302,60.04896107,5.73630137
1287,95.0,40,179.1,435.4,34987,16393,21.7,0.0,"(34218.1, 37413.8]",43.0,41.8,43.8,"Dallas County, Missouri",2.62,56.9,23.6,42.6,27.8,6.0,41.9,9.8,45.5,13.2,50.8,37.5,32.1,39.6,23.1,95.53248008,0.078483458,0.078483458,0.688239556,57.53358925,9.043326548
1293,550.0,210,180.0,475.2,51978,102426,11.8,439.3415734,"(51046.4, 54545.6]",40.2,38.9,41.5,"Franklin County, Missouri",2.53,56.7,16.1,33.6,44.5,5.8,34.3,11.7,60.3,7.2,71.6,59.6,53.3,28.6,16.5,96.25054013,1.034096712,0.497898417,0.617708292,54.77389453,5.593582421
1307,1962.667684,11,165.8,453.5494221,44101,2970,13.5,0.0,"(42724.4, 45201]",52.1,50.7,52.8,"Jewell County, Kansas",2.1,63.5,6.3,24.6,44.0,25.1,39.4,11.3,58.3,2.5,74.8,46.6,31.9,41.5,15.8,97.13627386,0.065832785,0.592495063,0.493745885,54.78018144,6.681034483
1316,1962.667684,6,129.1,453.5494221,49852,2825,9.7,0.0,"(48021.6, 51046.4]",42.2,40.6,45.7,"Logan County, Kansas",2.21,59.7,27.5,21.3,50.2,0.9,35.5,11.7,63.0,3.9,79.1,56.8,44.8,33.5,10.7,95.41711421,0.0,0.179018976,0.465449338,51.64923572,7.558139535
1319,1962.667684,30,143.8,453.5494221,47723,12103,11.9,247.8724283,"(45201, 48021.6]",45.0,43.7,46.0,"Marion County, Kansas",2.4,57.9,15.2,20.9,55.8,8.1,36.4,14.7,58.4,5.0,74.9,56.5,49.1,33.4,15.3,95.76891782,0.81366965,0.18714402,0.170870627,57.88269551,6.021594684
1320,1962.667684,25,150.8,453.5494221,47901,9936,11.1,0.0,"(45201, 48021.6]",45.0,43.3,46.3,"Marshall County, Kansas",2.27,61.4,16.9,28.9,47.3,6.9,44.8,11.8,62.1,3.0,77.7,57.4,48.1,32.6,12.2,97.08145927,0.289855072,0.289855072,0.389805097,55.71494678,6.352683461
1326,1962.667684,7,165.4,453.5494221,55378,3007,11.1,0.0,"(54545.6, 61494.5]",41.6,38.3,46.3,"Morton County, Kansas",2.53,54.2,21.1,51.0,21.7,6.2,32.5,10.6,57.1,5.8,70.9,56.8,49.6,30.1,15.2,85.83386993,0.933676755,0.160978751,7.244043786,52.56518082,3.29153605
1330,1962.667684,10,109.9,453.5494221,44846,5550,13.5,0.0,"(42724.4, 45201]",44.0,42.1,48.5,"Norton County, Kansas",2.24,49.6,25.1,18.9,41.3,14.7,34.6,15.2,57.0,1.7,72.8,57.9,45.9,32.9,17.3,92.20035778,2.450805009,0.357781753,1.216457961,53.79896177,9.776833156
1334,1962.667684,18,182.5,453.5494221,47351,6838,13.9,146.2415911,"(45201, 48021.6]",43.1,41.5,48.2,"Pawnee County, Kansas",2.32,46.2,26.0,23.2,49.6,1.2,28.0,12.7,51.6,1.9,72.8,53.2,42.1,32.8,15.2,90.65258284,4.847344813,0.0,1.620604833,45.76802508,1.121656601
1335,1962.667684,16,171.1,453.5494221,45856,5428,11.4,0.0,"(45201, 48021.6]",44.7,44.2,45.5,"Phillips County, Kansas",2.29,60.5,33.2,13.9,45.3,7.6,35.3,15.5,63.1,4.3,75.8,55.3,44.5,33.4,15.5,96.85511725,0.381748773,0.18178513,0.163606617,55.04469987,9.342230696
1340,1962.667684,15,154.1,453.5494221,42381,4725,12.7,0.0,"(40362.7, 42724.4]",50.9,50.0,51.7,"Republic County, Kansas",2.07,57.4,20.2,23.6,43.4,12.7,35.1,13.4,61.8,3.8,74.7,51.6,42.0,36.9,15.4,97.66957969,0.145651269,0.582605077,0.0,48.87912088,7.552083333
1344,1962.667684,8,114.3,453.5494221,43083,3130,12.1,0.0,"(42724.4, 45201]",48.8,48.1,49.8,"Rush County, Kansas",2.1,56.8,22.0,20.6,43.0,14.5,33.0,12.8,59.7,5.6,75.2,55.1,45.4,33.5,13.6,98.14698492,0.0,0.0,0.06281407,49.39434724,10.75837743
